,username,repo_name,no_of_contributions
18731,shr7,FirefoxColor,2
6594,shradha-khapra,telemetry-dashboard,1
9216,shrekshao,angle,38
11747,shreya99oak,fxa,5
7201,shreya99oak,fxa-content-server,4
6559,shreya99oak,telemetry-dashboard,3
14120,shry15harsh,smarthome,2
12702,shuangMoz,platform-status,2
9392,shubhank-saxena,OpenWPM,13
6154,shubhank-saxena,treeherder,12
13525,shubheksha,web-ext,21
131,shuhaowu,kitsune,15
6729,shuhaowu,osumo,106
11270,shumway-bot,shumway-dist,235
3106,shundroid,parapara,21
4803,shvaikalesh,nunjucks,4
16192,shyamgopal,redash,4
13933,sibbi77,openhab,15
13575,sibiraj-s,web-ext,1
4283,sicking,integration-mozilla-inbound,477
2720,sicking,mozilla-history,423
3488,sicking,pjs,462
12573,siddarthkalra,version-control-tools,3
1887,sideshowbarker,rhino,4
20573,sidler-mozilla,subhub,6
10417,sidler-mozilla,wiki.mozilla.org,1
10592,sidthekidder,interest-dashboard,3
16962,sidvishnoi,inclusion,1
5039,siebrand,etherpad-lite,10
13005,sig1nt,chat.mozillafoundation.org,196
7613,sigiesec,gecko-dev,1745
14810,sigiesec,sccache,11
17522,sigkate,mixed-content-tests,2
3004,sigmike,pad,1
6999,sigurdga,MozStumbler,1
16046,siju-samuel,tensorflow,83
14158,sikoried,kaldi,63
19305,silvererudite,contain-facebook,6
16872,silverwind,multi-account-containers,1
15795,silverwind,positron-spidernode,63
14581,silverwind,spidernode,75
16475,silverwind,spiderweb-spidernode,63
20223,silviuFlorin,iris,112
19008,silviuFlorin,iris_firefox,109
5303,simar7,build-mozharness,2
3191,simar7,mozmill-ci,1
4581,simensen,WebGameStub,2
20283,simnotes,CorporaCreator,2
7096,simondeziel,cipherscan,2
8822,simone-mozilla,build-relengapi,65
6353,simone-mozilla,build-tooltool,65
13625,simone-mozilla,release-services,65
3379,simonlindholm,moz-git-tools,1
5678,simonwex,MakeAPI,31
9516,simonwex,advocacy.mozilla.org,7
7143,simonwex,appmaker-components,122
3871,simonwex,awsbox,1
8031,simonwex,badgekit-api,2
4955,simonwex,boilerplate.js,3
10949,simonwex,call.mozilla.org,12
6288,simonwex,caravela,5
7155,simonwex,ceci,137
7171,simonwex,ceci-bower,26
2245,simonwex,cherrypicker,56
17075,simonwex,coss,1
8098,simonwex,eoy-fundraising,1
16916,simonwex,foundation.mozilla.org,1
11352,simonwex,id.webmaker.org,13
11091,simonwex,learning.mozilla.org,11
4963,simonwex,login.webmaker.org,28
13328,simonwex,mofo-cms-experiment,2
4036,simonwex,motown,135
2614,simonwex,mozillafestival.org,1
17284,simonwex,network-api,3
9150,simonwex,nimble.webmaker.org,1
5122,simonwex,openbadger,6
7679,simonwex,openbadges-badgekit,1
5023,simonwex,openbadges-bakery,1
11572,simonwex,openbadges.org-static,1
4902,simonwex,smokejumper,21
9736,simonwex,webmaker-android,1
10932,simonwex,webmaker-firehose,3
8475,simonwex,webmaker-kits-builder,17
8873,simonwex,webmaker-profile-2,1
6310,simonwex,webmaker.org,5
1058,simurai,webowonder-demos,8
10937,sinak,call-congress,22
3882,sinemetu1,coversheet,6
206,sinemetu1,mozregression,29
2899,singhabhinavds,Affiliates-Tests,8
1466,singhabhinavds,mcom-tests,1
7931,singhabhinavds,oneanddone-tests,1
1707,singhabhinavds,sumo-tests,3
457,singhkaran,mozmill,1
17477,singhvaishnavi,probe-scraper,1
3433,sinker,mozilla-opennews,683
4230,sinker,source,7
4704,sinker,webmakers-tumblr,6
3807,siongui,i18n-abide,1
14274,sirbrillig,wp-calypso,110
4596,sirupsen,WebGameStub,2
19331,sithu015,contain-facebook,3
13927,sja,openhab,17
14025,sja,openhab2-addons,5
14092,sja,smarthome,9
16148,sjakthol,redash,9
12993,sjansen,heroku-buildpack-apt,1
337,sjhworkman,nestegg,6
13044,sjmog,chat.mozillafoundation.org,1
1899,sjrd,rhino,2
14079,sjsf,smarthome,42
4136,skaar,labs-vcap,6
15622,skade,activate.mozilla.community,17
17010,skade,moz-handler,3
8507,skakri,MozDef,1
18108,skal65535,aom,15
545,skipme,addon-sdk,2
5605,skjindal93,oneanddone,1
15812,skomski,positron-spidernode,25
14615,skomski,spidernode,25
16492,skomski,spiderweb-spidernode,25
15976,skye,tensorflow,315
20019,skystrife,kenlm,39
19240,sladyn98,bugbug,1
8981,slalom-omar,ambient-boxen,1
18029,slate71,infosec.mozilla.org,1
20442,slaunay,lmdb,1
13951,slawekjaranowski,openhab,9
16710,sleevi,pkipolicy,1
11798,slifty,popcorn-editor,1
19443,slightlyoffbeat,arch-website,31
19154,slightlyoffbeat,extensions-challenge,19
20395,slightlyoffbeat,inclusive-space-toolkit,3
17716,slightlyoffbeat,webext-compat-tool,19
12642,slokhorst,serviceworker-cookbook,11
12077,slpucci,git-repo,1
5514,smacleod,build-tools,1
19435,smacleod,infosec-risk-management-bugzilla,1
8676,smacleod,rbbz,3
12522,smacleod,version-control-tools,160
4009,smagch,friendlycode,12
19579,smarnach,crlite,3
18516,smarnach,frost,4
18113,smarter,aom,10
18349,smaug----,standards-positions,1
8987,smcnabb,ambient-boxen,1
20517,smelancon,addons_daily,14
14118,smerschjohann,smarthome,2
17592,smileart-levelup,http-server,4
4429,smitgd,releases-comm-central,59
11378,smithisgeneric,privacybadges,14
10639,smithisgeneric,webmaker-curriculum,3
8674,smithisgeneric,webmaker-whitepaper,1
4285,smontagu,integration-mozilla-inbound,456
2724,smontagu,mozilla-history,357
12309,smontagu,newtab-dev,718
3490,smontagu,pjs,445
14749,smontagu,positron,718
16441,smontagu,spiderweb,718
11457,smontagu,universal-search-gecko-dev,671
14857,smorimoto,sccache,1
10187,smos,openvpn,1
15626,sn-o-w,activate.mozilla.community,16
17157,sn-o-w,activity-stream-l10n,15
13808,sn-o-w,addons-frontend,84
12440,sn-o-w,addons-linter,11
8378,sn-o-w,addons-server,116
18607,sn-o-w,blurts-server,78
6820,sn-o-w,commbadge,4
19322,sn-o-w,contain-facebook,3
17307,sn-o-w,copyright,6
11839,sn-o-w,donate.mozilla.org,22
5987,sn-o-w,fireplace,3
8602,sn-o-w,fxa-content-server-l10n,86
7960,sn-o-w,legal-docs,15
10540,sn-o-w,loop-client-l10n,4
7365,sn-o-w,marketplace-stats,2
10738,sn-o-w,masterfirefoxos-l10n,10
17749,sn-o-w,notes,14
15484,sn-o-w,outofdate-notifications-system-addon,1
10068,sn-o-w,pontoon-intro,4
17865,sn-o-w,send,19
7488,sn-o-w,zippy,1
12688,sn0w-Dogg0,platform-status,12
5096,snarkyMcSnark,etherpad-lite,1
13583,sneakypete81,web-ext,1
12148,snebel29,sops,5
4002,snej,browserid-ios,4
11292,snoble,node-openid,3
9623,snorp,janus-addon,10
8532,snorp,moz-dev-contrib,1
9573,snorp,node-janus,65
19230,snowmanstark,bugbug,1
20175,snowmanstark,extension-workshop,1
16637,snowmantw,haiku-gaia-experiments,266
16070,snyk-bot,addons-contribution-notifier,1
12446,snyk-bot,addons-linter,10
13088,snyk-bot,dispensary,2
11883,snyk-bot,donate.mozilla.org,5
13390,snyk-bot,network-pulse,1
12623,soapdog,activity-accessible-gaming,2
11583,soapdog,learning-networks,3
19650,soapdog,libdweb,12
12777,soapdog,mozilla-club-activity-hack-the-news,23
12783,soapdog,mozilla-club-activity-html-puzzle-boxes,21
12773,soapdog,mozilla-club-activity-kraken-the-code,26
12774,soapdog,mozilla-club-activity-ping-kong,28
12790,soapdog,mozilla-club-activity-story-of-us,17
12787,soapdog,mozilla-club-activity-web-chef,19
12670,soapdog,mozilla-club-guides,27
17269,soapdog,qbrt,3
10641,soapdog,webmaker-curriculum,1
310,sobolevn,bleach,1
12991,sobrinho,heroku-buildpack-apt,1
8063,soedar,galaxy-api,50
3657,softvar,browserid-cookbook,2
18358,sogaani,speaktome-web,1
2996,soh335,pad,2
2362,sokra,source-map,24
4496,solarce,airmozilla,4
7558,solarce,allizom_org,1
1942,solarce,betafarm,3
7163,solarce,captain,11
6253,solarce,chief,17
2178,solarce,deprecated-treestatus,2
7683,solarce,dynamicua_update_script,3
6271,solarce,fhr-jelly,18
3281,solarce,firefox-flicks,1
7385,solarce,firehug,2
4713,solarce,fjord,5
2224,solarce,input.mozilla.org,5
4911,solarce,inv-tool,8
2954,solarce,mozilla-ignite,2
3087,solarce,moztrap,1
3323,solarce,remo,2
7166,solarce,shove,11
7118,solarce,up-jelly,17
5660,solarce,vcap-ldap-shim,2
16915,solarissmoke,foundation.mozilla.org,1
9059,sole,acidity,4
4892,sole,app-validator,2
8894,sole,buddyup,52
7686,sole,chatspaces,12
9659,sole,fireplay-sublime,7
5778,sole,high-fidelity,1
11592,sole,london-events-presentation,1
3965,sole,mortar,23
5624,sole,mortar-app-stub,8
8890,sole,mortar-appinstall,16
8192,sole,mortar-devtools,56
5673,sole,mortar-game-stub,13
10013,sole,mortar-hello-world,1
9376,sole,mortar-privileged-empty-app,10
8436,sole,mortar-privileged-remote-app,52
5746,sole,mortar-tab-view,22
9914,sole,mortar-tabs-component,15
8440,sole,mortar-template-template,14
9672,sole,node-firefox,24
10815,sole,node-firefox-build-tools,3
10852,sole,node-firefox-connect,5
10986,sole,node-firefox-examples-gulp,4
10942,sole,node-firefox-examples-install-packaged,3
10904,sole,node-firefox-find-app,7
11366,sole,node-firefox-find-devices,1
10440,sole,node-firefox-find-ports,40
10833,sole,node-firefox-find-simulators,7
10930,sole,node-firefox-install-app,2
10946,sole,node-firefox-launch-app,2
10974,sole,node-firefox-reload-css,6
10857,sole,node-firefox-start-simulator,28
10964,sole,node-firefox-uninstall-app,1
7289,sole,speakeasy,109
17576,solidsnack,moz-cheddar,1
8143,solvingj,mozjpeg,1
13584,sonalprabhu,web-ext,1
13817,soniasingla,addons-frontend,68
8388,soniasingla,addons-server,99
20177,soniasingla,extension-workshop,1
18747,sorin-davidoi,FirefoxColor,1
12697,sorin-davidoi,platform-status,3
2850,sork,BrowserQuest,81
1130,sork,spark,299
1722,sork,spark-eol,44
1224,sork,spark-lib,11
1061,sork,webowonder-demos,2
10286,sortofsleepy,firefoxmarket,168
7763,soswow,brackets,10
15178,sotayamashita,positron-electron,4
14997,sotayamashita,tofino-electron,4
13821,soucet,addons-frontend,58
12498,soucet,addons-linter,2
8362,soucet,addons-server,197
18602,soucet,blurts-server,101
8666,soucet,fxa-content-server-l10n,18
5079,soul9,etherpad-lite,1
14353,southp,wp-calypso,3
9338,sovanna,fxa-auth-mailer,1
6713,sovanna,fxa-auth-server,1
14887,spacejam,sccache,1
15676,spacekookie,activate.mozilla.community,2
11612,spalger,eslint-plugin-no-unsanitized,2
563,spammail495,addon-sdk,1
3173,spangborn,shumway,1
7108,spanglerco,cipherscan,1
4348,spantaleev,browserid-certifier,3
8338,spasovski,addons-server,456
7040,spasovski,commonplace,3
8858,spasovski,darjeeling,4
17111,spasovski,data-docs,1
15355,spasovski,distribution-viewer,64
18248,spasovski,ensemble,25
17535,spasovski,experiments-viewer,117
18309,spasovski,firefox-test-tube,51
5905,spasovski,fireplace,567
7128,spasovski,marketplace-api-mock,19
11658,spasovski,marketplace-content-tools,3
10474,spasovski,marketplace-core-modules,4
10199,spasovski,marketplace-elements,3
8551,spasovski,marketplace-operator-dashboard,3
7315,spasovski,marketplace-stats,173
16819,spasovski,probe-dictionary,67
6891,spasovski,rocketfuel,6
14797,spasovski,shielddash,12
6562,spasovski,telemetry-dashboard,2
8205,spasovski,transonic,66
8996,spasovski,yogafire,177
11,spasovski,zamboni,461
5665,spasovski,zamboni-psds,1
12015,spearce,git-repo,265
18451,speigg,hubs,1
18344,spinda,standards-positions,1
2463,spinnylights,cubeb,2
9421,spirillen,OpenWPM,1
20576,spiropulo,subhub,2
3859,spitimage,awsbox,2
14000,splatch,openhab-distro,2
4973,splattr,login.webmaker.org,1
6642,splattr,popcorn.webmaker.org,4
9548,splewako,advocacy.mozilla.org,1
7971,splewako,legal-docs,7
10511,splewako,loop-client-l10n,12
820,splewako,nightlytt,1
19775,spoji,opensourcery,1
672,spreeker,django-piston,1
15173,springmeyer,positron-electron,4
14993,springmeyer,tofino-electron,4
7773,sprintr,brackets,8
2422,sprockow,source-map,1
20231,spronoza,iris,5
19002,spronoza,iris_firefox,440
13667,sprt,release-services,2
10888,sqs,disco,1
16793,squarewave,mozilla-reports,2
16726,squarewave,one-off-system-add-ons,2
14835,squarewave,sccache,2
6560,squarewave,telemetry-dashboard,3
7655,squelart,gecko-dev,1207
10798,srautiai,testdroid-marionette-plugin,26
2027,srenatus,dxr,1
7892,srfraser,build-relengdocs,6
13637,srfraser,release-services,11
15076,srfraser,releasewarrior,6
10147,srijanshetty,openvpn,4
19693,srijs,lmdb-rs,1
1667,sriram-dev,pdf.js,3
4307,sriramramani,integration-mozilla-inbound,267
12315,sriramramani,newtab-dev,678
3521,sriramramani,pjs,209
16447,sriramramani,spiderweb,678
11456,sriramramani,universal-search-gecko-dev,678
15820,srl295,positron-spidernode,24
14604,srl295,spidernode,33
16500,srl295,spiderweb-spidernode,24
11021,srlakhe,readability,2
1049,srobbin,webowonder,18
20613,sroberts,fleet,1
6287,srobertson,caravela,193
6515,srobertson,leisure,17
19373,srunnels,bro,52
16808,sryza,knowledge-repo,2
16863,sryze,multi-account-containers,1
13963,ssalonen,openhab,7
18067,ssawtell,ansible-junos-stdlib,1
2128,ssbl,mozillians,1
4411,sshagarwal,releases-comm-central,104
12340,ssherar,SQLite.swift,1
13133,ssiddhartha,moz-skia,5
2660,st3fan,Garmr,1
12338,st3fan,SQLite.swift,2
19546,st3fan,application-services,1
4001,st3fan,browserid-ios,5
5874,st3fan,minion,28
6720,st3fan,minion-backend,207
5880,st3fan,minion-core,12
6596,st3fan,minion-frontend,103
5896,st3fan,minion-frontend-old,3
5881,st3fan,minion-garmr-plugin,4
5894,st3fan,minion-nmap-plugin,9
5889,st3fan,minion-skipfish-plugin,10
6740,st3fan,minion-ssl-plugin,5
5883,st3fan,minion-zap-plugin,19
6595,st3fan,minion-zest-plugin,2
11017,st3fan,readability,2
9177,st3fan,stooge,46
19914,staabm,pino-mozlog,1
13346,staabm,wp-offline-shell,1
18053,stacywsmith,ansible-junos-stdlib,12
1860,stakodiak,Addon-Tests,1
3232,staktrace,areweslimyet,26
18046,staktrace,audioipc-2,1
5374,staktrace,build-talos,5
5493,staktrace,build-tools,2
19849,staktrace,fx-crash-sig,5
7569,staktrace,gecko-dev,5382
4277,staktrace,integration-mozilla-inbound,570
208,staktrace,mozregression,15
12241,staktrace,newtab-dev,2375
1660,staktrace,pdf.js,3
3489,staktrace,pjs,459
12721,staktrace,platform-status,1
14668,staktrace,positron,2678
16360,staktrace,spiderweb,2674
6146,staktrace,treeherder,15
11401,staktrace,universal-search-gecko-dev,1801
12590,staktrace,version-control-tools,2
3161,stamourv,shumway,2
16143,stanhu,redash,10
2325,stanica,butter,19
389,stanica,popcorn-js,4
1200,stari4ek,pontoon,1
8714,stash,mozillawebmakerproxy.net,1
3199,stash,node-client-sessions,6
7022,stasm,BanHammer,5
1222,stasm,Twitter-Collage,5
2348,stasm,affiliates,6
4495,stasm,airmozilla,5
4893,stasm,app-validator,2
7859,stasm,badg.us,5
6077,stasm,badges.mozilla.org,5
3843,stasm,bramble,5
3581,stasm,dragnet,5
959,stasm,dryice,1
1420,stasm,elmo,41
3278,stasm,firefox-flicks,5
11770,stasm,fxa,2
5219,stasm,gameon,5
16635,stasm,haiku-gaia-experiments,278
5761,stasm,inventory,5
6609,stasm,kitchensinkserver,5
193,stasm,kitsune,1
3905,stasm,make.mozilla.org,5
1120,stasm,markup,12
5731,stasm,monolith,5
9470,stasm,mozilla-badges,5
5588,stasm,oneanddone,5
6100,stasm,peekaboo,5
1012,stasm,playdoh,5
2201,stasm,playdoh-docs,1
1154,stasm,pontoon,11
2516,stasm,pto,5
3311,stasm,remo,5
2268,stasm,sheriffs,5
4054,stasm,socorro-crashstats,5
4367,stasm,solitude,5
1133,stasm,spark,1
1724,stasm,spark-eol,1
17059,stasm,sphinx-js,2
3014,stasm,web-forward-playdoh-archived,5
1090,stasm,webifyme,21
5163,stasm,webpay,5
13009,stasvovk,chat.mozillafoundation.org,15
20259,statebait,bugzilla-dashboard,1
289,staticshock,bleach,1
12182,statik,sops,1
20207,stbaker,advance,2
14050,steand,openhab2-addons,2
6819,steekid,commbadge,4
5955,steekid,fireplace,10
7244,steekid,fxa-content-server,1
7350,steekid,marketplace-stats,4
6918,steekid,rocketfuel,1
8303,steekid,spartacus,1
5180,steekid,webpay,3
9025,steekid,yogafire,6
80,steekid,zamboni,8
7510,steekid,zippy,1
10475,steeno,marketplace-core-modules,2
18102,stefanholmer,aom,20
15818,stefanmb,positron-spidernode,24
14621,stefanmb,spidernode,24
16498,stefanmb,spiderweb-spidernode,24
16190,stefanseifert,redash,4
14398,stefanvanwouw,ansible-playbook-rabbitmq,1
3963,stefhak,webrtc-w3c,11
13907,steintore,openhab,30
14063,steintore,openhab2-addons,1
18087,stemidts,aom,129
9996,stempelo,osmdroid,2
6054,stenington,CSOL-site,97
3723,stenington,SocialShare,2
2337,stenington,butter,1
4008,stenington,friendlycode,14
5120,stenington,openbadger,17
1790,stenington,openbadges-backpack,413
7670,stenington,openbadges-badgekit,21
7538,stenington,openbadges-badges,7
5019,stenington,openbadges-bakery,4
7046,stenington,openbadges-bakery-service,17
8038,stenington,openbadges-discovery,364
11344,stenington,openbadges-specification,4
6045,stenington,openbadges-validator,29
6346,stenington,openbadges-validator-service,65
3757,stenington,openbadges.org,129
8683,stenington,webmaker-language-picker,2
5565,stenington,webmaker-nav,13
7298,stenington,webxray,8
8956,stepanstipl,ambient-boxen,3
5045,stephan48,etherpad-lite,6
14260,stephanethomas,wp-calypso,293
16087,stephaniehobson,basket-example,1
1476,stephaniehobson,bedrock,273
17938,stephaniehobson,irlpodcast,112
16879,stephaniehobson,meao,4
19064,stephaniehobson,protocol,84
19636,stephaniehobson,protocol-assets,12
19646,stephaniehobson,protocol-tokens,4
3355,stephaniehobson,tabzilla,1
16917,stephaniemcv,foundation.mozilla.org,1
8014,stephaniemcv,legal-docs,1
12334,stephencelis,SQLite.swift,305
1531,stephendesroches,bedrock,5
1829,stephendonner,Addon-Tests,208
2895,stephendonner,Affiliates-Tests,20
640,stephendonner,FlightDeck,1
1288,stephendonner,FlightDeck-selenium,47
15594,stephendonner,FoxPuppet,17
9389,stephendonner,OpenWPM,23
13182,stephendonner,PyPOM,24
1765,stephendonner,Socorro-Tests,117
2354,stephendonner,affiliates,2
3544,stephendonner,bidpom,33
5232,stephendonner,bouncer-tests,30
16243,stephendonner,firefox-test-engineering,163
10225,stephendonner,firefox-ui-tests,1
11050,stephendonner,fxapom,94
8184,stephendonner,fxtest-dashboard,17
17259,stephendonner,fxtest-jenkins-pipeline,37
16080,stephendonner,fxtestbot,3
10622,stephendonner,hello-tests,16
984,stephendonner,input-tests,22
2226,stephendonner,input.mozilla.org,2
3042,stephendonner,jmeter-scripts,5
166,stephendonner,kitsune,2
3052,stephendonner,marketing-project-template,9
3672,stephendonner,marketplace-tests,67
7876,stephendonner,marketplace-tests-gaia,2
1436,stephendonner,mcom-tests,154
2136,stephendonner,mdn-tests,36
1335,stephendonner,moz-grid-config,20
2064,stephendonner,mozillians,5
2854,stephendonner,mozillians-tests,126
3086,stephendonner,moztrap,2
2817,stephendonner,moztrap-tests,41
5800,stephendonner,mozwebqa-bot,1
10954,stephendonner,mozwebqa-examples,1
969,stephendonner,mozwebqa-test-templates,11
13247,stephendonner,normandy,1
5578,stephendonner,oneanddone,25
7925,stephendonner,oneanddone-tests,3
19475,stephendonner,pytest-fxa,3
2620,stephendonner,pytest-mozwebqa,2
2157,stephendonner,qmo-tests,20
20413,stephendonner,raptor-studio,2
19255,stephendonner,redash-ui-tests,1
3319,stephendonner,remo,3
6236,stephendonner,remo-tests,11
16712,stephendonner,servicebook,65
16930,stephendonner,servicebook-web,43
3743,stephendonner,snippets-tests,73
17334,stephendonner,stubattribution-tests,218
1689,stephendonner,sumo-tests,133
3356,stephendonner,tabzilla,1
6135,stephendonner,treeherder,27
11503,stephendonner,treeherder-tests,26
8524,stephendonner,webmaker-tests,2
2524,stephendonner,wiki-tests,18
19056,stephendonner,wpt-api,204
8122,stephengroat,mozjpeg,2
7429,stephenma064,mig,2
13152,stephenmcgruer,moz-skia,2
17502,stephwright,global-sprint,14
18854,stephwright,open-leadership-framework,2
15294,stepkillah,DeepSpeech,1
14895,sterlingjensen,sccache,1
13936,steve-bate,openhab,14
14132,steve-bate,smarthome,1
18010,stevea1,infosec.mozilla.org,3
20084,stevebartholomew,jsxgettext,1
16605,steveck-chung,haiku-gaia-experiments,525
15375,steveeJ,nixpkgs-mozilla,3
16308,stevejalim,mozilla-django-oidc,1
19076,stevejalim,protocol,2
1401,stevejarvis,persona,1
14920,stevekinney,tofino-electron,20
407,stevemao,popcorn-js,1
1260,steven-gardiner,amo-validator,1
4327,steven-michaud,integration-mozilla-inbound,192
2749,steven-michaud,mozilla-history,166
3525,steven-michaud,pjs,191
370,stevenaw,popcorn-js,129
10180,sthibaul,openvpn,1
18068,stianvi,ansible-junos-stdlib,1
1882,stijnkliemesch,rhino,9
10891,stillinbeta,disco,1
19531,stof,application-services,1
14771,stof,http-observatory-website,1
12687,stof,platform-status,12
19270,stoically,contain-facebook,28
16836,stoically,multi-account-containers,25
2522,stomlinson,browserid_addon,35
1364,stomlinson,persona,17
7771,stowball,brackets,9
20290,str4d,rust-android-gradle,4
18844,streanga-sarmis,code-coverage-addon,4
6447,streger,thimble.mozilla.org,5
6934,stripTM,MozStumbler,14
13703,strodew,release-services,1
18832,strongSoda,geckoview,5
9903,strugee,medusa,1
3370,strugee,moz-git-tools,1
9264,stuartmorgan,angle,4
18977,stuartphilp,firefox-health-backend,9
8189,stuartphilp,fxtest-dashboard,6
11382,stuartphilp,services-quality-dashboard,5
