,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ft_uname,ft_rname,ft_commit_date,author_association,merged_status,pull_title,pull_msg,pullauthordate,pullid,ft_total_changes,ft_addns,ft_delns,commitauthordate,commitid,pullcommitsha,pullcommitmsg,repodesc,repolang
12372,4927,4927,4927,warner,fxa-scrypt-helper,2013-09-19T18:09:59Z,CONTRIBUTOR,True,fix tests: use DummyRequest in a more compatible way,,2013-09-19T18:12:11Z,https://api.github.com/repos/mozilla/fxa-scrypt-helper/pulls/33,6.0,4.0,2.0,2013-09-19T18:09:59Z,7f64507ca200a7f14f6d48ae95fafe9f8b160ce1,7f64507ca200a7f14f6d48ae95fafe9f8b160ce1,fix tests: use DummyRequest in a more compatible way,Small web service for running the Scrypt KDF,Python
12373,4926,4926,4926,warner,fxa-scrypt-helper,2013-09-19T18:33:46Z,CONTRIBUTOR,True,README: explain how to run tests. Closes #29.,,2013-09-19T18:34:26Z,https://api.github.com/repos/mozilla/fxa-scrypt-helper/pulls/34,6.0,6.0,0.0,2013-09-19T18:33:46Z,929d6d313edf2fd9607debd1d45615e1ae7dc730,929d6d313edf2fd9607debd1d45615e1ae7dc730,README: explain how to run tests. Closes #29.,Small web service for running the Scrypt KDF,Python
12374,6395,12150,6395,warunsl,deprecated-treestatus,2014-09-02T04:50:39Z,CONTRIBUTOR,True,Linkify bug numbers shown in the Treestatus UI,,2014-09-02T04:54:03Z,https://api.github.com/repos/mozilla/deprecated-treestatus/pulls/45,15.0,14.0,1.0,2014-09-02T04:50:39Z,0ec870f7ae1fbc5cd8de5580a5cc5bfce7948404,0ec870f7ae1fbc5cd8de5580a5cc5bfce7948404,Add custom filter to linkify bugzilla bugs,See RelengAPI,
12375,6396,12151,6396,warunsl,deprecated-treestatus,2014-09-02T04:51:38Z,CONTRIBUTOR,True,Linkify bug numbers shown in the Treestatus UI,,2014-09-02T04:54:03Z,https://api.github.com/repos/mozilla/deprecated-treestatus/pulls/45,8.0,4.0,4.0,2014-09-02T04:51:38Z,cff7b9956bcec9a74d38a527a9686e045b14747c,cff7b9956bcec9a74d38a527a9686e045b14747c,Use linkbugs filter for reason and message of the day,See RelengAPI,
12376,6394,12149,6394,warunsl,deprecated-treestatus,2014-11-10T03:18:26Z,CONTRIBUTOR,True,Make code flake8 (pep8 + pyflakes) compliant,"Keeping the max-line-length for pep8 to be 95 as discussed.
",2014-11-10T03:28:37Z,https://api.github.com/repos/mozilla/deprecated-treestatus/pulls/50,65.0,41.0,24.0,2014-11-10T03:18:26Z,465a322e3adedf305e2208b0ad1e78a176ba1ccb,465a322e3adedf305e2208b0ad1e78a176ba1ccb,Make code flake8 (pep8 + pyflakes) compliant,See RelengAPI,
12377,6393,12148,6393,warunsl,deprecated-treestatus,2014-11-13T07:31:52Z,CONTRIBUTOR,True,HTTP 500 error when adding duplicate tree name but different capitalisation,,2014-11-13T07:33:56Z,https://api.github.com/repos/mozilla/deprecated-treestatus/pulls/51,28.0,25.0,3.0,2014-11-13T07:31:52Z,e7fd2336e90ba430a8a245190bb2de34f1866f74,e7fd2336e90ba430a8a245190bb2de34f1866f74,Check if the tree with the name already exists and display a error accordingly,See RelengAPI,
12378,6392,12147,6392,warunsl,deprecated-treestatus,2014-11-15T00:37:58Z,CONTRIBUTOR,True,Add template for tree log view,,2014-11-15T00:39:59Z,https://api.github.com/repos/mozilla/deprecated-treestatus/pulls/52,100.0,91.0,9.0,2014-11-15T00:37:58Z,f4378e9ea9e75ac415e0d3d4b99210f679dca786,f4378e9ea9e75ac415e0d3d4b99210f679dca786,Add template for tree log view,See RelengAPI,
12379,70,70,70,wcbeard,dscontrib,2019-10-16T20:57:02Z,CONTRIBUTOR,True,wbeard buildhub utils,,2019-10-16T20:58:24Z,https://api.github.com/repos/mozilla/dscontrib/pulls/114,297.0,297.0,0.0,2019-10-16T20:57:02Z,f377c2ca4650e3dd6d1d31012f0a475a42f8c575,f377c2ca4650e3dd6d1d31012f0a475a42f8c575,wbeard buildhub utils,,Python
12380,11267,17022,11267,whd,inv-tool,2013-04-19T22:15:13Z,MEMBER,True,Add keyring support to inv-tool,"It's desirable to avoid storing LDAP credentials in plain text. This patch adds keyring support to inv-tool, akin to boto's, that allows you to store your password in the system keyring. See:

https://pypi.python.org/pypi/keyring

for more about the keyring bindings.

Instead of storing your credentials like this:

```
[authorization]
ldap_username = USERNAME
ldap_password = PASSWORD
```

Do this:

```
[authorization]
ldap_username = USERNAME
keyring = KEYRING_NAME
```

And to add your password to the keyring:

```
$ python
>>> import keyring
>>> keyring.set_password(KEYRING_NAME, USERNAME, PASSWORD)
```

NOTES:

The patch has some documentation change, but doesn't actually say explicitly how to set up the keyring (as this pull request does). The invtool.conf-dist provided looks to be a ""fill in these fields"" type example configuration file, while this would be of the ""do this instead of that"" variant. Anyway, docs may need to be updated to make the new functionality clearer.

If you are using Fedora, the python-keyring RPM provided in the standard distribution may be out of date, requiring you to install a newer version via another mechanism.
",2013-04-19T22:21:06Z,https://api.github.com/repos/mozilla/inv-tool/pulls/2,30.0,26.0,4.0,2013-04-19T22:15:13Z,72084b06c7893567e26e7c00d4dc9d5bee35ec50,72084b06c7893567e26e7c00d4dc9d5bee35ec50,Add keyring support (requires python-keyring),A command line interface to inventory,Python
12381,11268,17023,11268,whd,inv-tool,2013-04-28T08:23:54Z,MEMBER,True,Add keyring support to inv-tool,"It's desirable to avoid storing LDAP credentials in plain text. This patch adds keyring support to inv-tool, akin to boto's, that allows you to store your password in the system keyring. See:

https://pypi.python.org/pypi/keyring

for more about the keyring bindings.

Instead of storing your credentials like this:

```
[authorization]
ldap_username = USERNAME
ldap_password = PASSWORD
```

Do this:

```
[authorization]
ldap_username = USERNAME
keyring = KEYRING_NAME
```

And to add your password to the keyring:

```
$ python
>>> import keyring
>>> keyring.set_password(KEYRING_NAME, USERNAME, PASSWORD)
```

NOTES:

The patch has some documentation change, but doesn't actually say explicitly how to set up the keyring (as this pull request does). The invtool.conf-dist provided looks to be a ""fill in these fields"" type example configuration file, while this would be of the ""do this instead of that"" variant. Anyway, docs may need to be updated to make the new functionality clearer.

If you are using Fedora, the python-keyring RPM provided in the standard distribution may be out of date, requiring you to install a newer version via another mechanism.
",2013-04-19T22:21:06Z,https://api.github.com/repos/mozilla/inv-tool/pulls/2,2.0,1.0,1.0,2013-04-28T08:23:54Z,5e11f43a10aa7397b6e8adfa2a2cb1f5168c8107,5e11f43a10aa7397b6e8adfa2a2cb1f5168c8107,fix typo,A command line interface to inventory,Python
12382,11269,17024,11269,whd,inv-tool,2013-04-28T08:24:50Z,MEMBER,True,Add keyring support to inv-tool,"It's desirable to avoid storing LDAP credentials in plain text. This patch adds keyring support to inv-tool, akin to boto's, that allows you to store your password in the system keyring. See:

https://pypi.python.org/pypi/keyring

for more about the keyring bindings.

Instead of storing your credentials like this:

```
[authorization]
ldap_username = USERNAME
ldap_password = PASSWORD
```

Do this:

```
[authorization]
ldap_username = USERNAME
keyring = KEYRING_NAME
```

And to add your password to the keyring:

```
$ python
>>> import keyring
>>> keyring.set_password(KEYRING_NAME, USERNAME, PASSWORD)
```

NOTES:

The patch has some documentation change, but doesn't actually say explicitly how to set up the keyring (as this pull request does). The invtool.conf-dist provided looks to be a ""fill in these fields"" type example configuration file, while this would be of the ""do this instead of that"" variant. Anyway, docs may need to be updated to make the new functionality clearer.

If you are using Fedora, the python-keyring RPM provided in the standard distribution may be out of date, requiring you to install a newer version via another mechanism.
",2013-04-19T22:21:06Z,https://api.github.com/repos/mozilla/inv-tool/pulls/2,1.0,1.0,0.0,2013-04-28T08:24:50Z,9d9b06e1f778df33c2ff986684d8f93279f5c670,9d9b06e1f778df33c2ff986684d8f93279f5c670,add AUTH_TYPE to status dispatch,A command line interface to inventory,Python
12383,11270,17025,11270,whd,inv-tool,2013-04-28T21:45:20Z,MEMBER,True,Add keyring support to inv-tool,"It's desirable to avoid storing LDAP credentials in plain text. This patch adds keyring support to inv-tool, akin to boto's, that allows you to store your password in the system keyring. See:

https://pypi.python.org/pypi/keyring

for more about the keyring bindings.

Instead of storing your credentials like this:

```
[authorization]
ldap_username = USERNAME
ldap_password = PASSWORD
```

Do this:

```
[authorization]
ldap_username = USERNAME
keyring = KEYRING_NAME
```

And to add your password to the keyring:

```
$ python
>>> import keyring
>>> keyring.set_password(KEYRING_NAME, USERNAME, PASSWORD)
```

NOTES:

The patch has some documentation change, but doesn't actually say explicitly how to set up the keyring (as this pull request does). The invtool.conf-dist provided looks to be a ""fill in these fields"" type example configuration file, while this would be of the ""do this instead of that"" variant. Anyway, docs may need to be updated to make the new functionality clearer.

If you are using Fedora, the python-keyring RPM provided in the standard distribution may be out of date, requiring you to install a newer version via another mechanism.
",2013-04-19T22:21:06Z,https://api.github.com/repos/mozilla/inv-tool/pulls/2,92.0,76.0,16.0,2013-04-28T21:45:20Z,a50ca805bcc1c4bc4da1b17c691773c8e081d11b,a50ca805bcc1c4bc4da1b17c691773c8e081d11b,"update keyring support

1. Try to use the keychain
2. Try to use the plain text
3. Try to configure the keychain
4. Fail and tell the user to configure the keychain or set a plain text password",A command line interface to inventory,Python
12384,12414,65587,12414,whd,aws-lambda-telemetry,2015-10-29T20:23:37Z,MEMBER,True,Standardize tags for accounting purposes,"`App` and `Type` are the tags we use for accounting. This is just for consistency as there is no recurring cost to CFNs, and it appears lambda functions cannot be tagged.
",2015-11-03T02:30:25Z,https://api.github.com/repos/mozilla/aws-lambda-telemetry/pulls/3,5.0,2.0,3.0,2015-10-29T20:23:37Z,7236e23c5d30583681c243a96bf7caa580c59ddc,7236e23c5d30583681c243a96bf7caa580c59ddc,Standardize tags for accounting purposes,AWS lambda function used to index Telemetry files in SimpleDB,Python
12385,10176,15931,10176,whd,mozilla-schema-generator,2019-05-30T01:07:28Z,MEMBER,True,Add firefox installer pings to the allowlist,"More generally I'm going to start filing PRs to add more entries to the allowlist, but this is a specific case that is important.",2019-05-30T01:10:24Z,https://api.github.com/repos/mozilla/mozilla-schema-generator/pulls/24,1.0,1.0,0.0,2019-05-30T01:07:28Z,a968ff959bc0196633d9d036e88a1bbb548c5e11,a968ff959bc0196633d9d036e88a1bbb548c5e11,Add firefox installer pings to the allowlist,A library for creating full representations of Mozilla telemetry pings.,Python
12386,10175,15930,10175,whd,mozilla-schema-generator,2019-06-04T18:12:23Z,MEMBER,True,Add remaining structured ingestion schemas to allowlist,,2019-06-04T18:18:45Z,https://api.github.com/repos/mozilla/mozilla-schema-generator/pulls/26,11.0,9.0,2.0,2019-06-04T18:12:23Z,607993b6d84fc9cbd72cad17c136239758a01278,607993b6d84fc9cbd72cad17c136239758a01278,Add remaining structured ingestion schemas to allowlist,A library for creating full representations of Mozilla telemetry pings.,Python
12387,10166,15921,10166,whd,mozilla-schema-generator,2019-06-06T01:56:36Z,MEMBER,True,Add non-sync non-main non-pioneer telemetry doctypes to allowlist,"It looks like the schema rollouts so far have been successful. Bigquery tables are case-sensitive so currently e.g. `untrustedModules` will be used as-is in the bq table name, though we could normalize it if we wanted to.",2019-06-06T18:05:35Z,https://api.github.com/repos/mozilla/mozilla-schema-generator/pulls/29,55.0,54.0,1.0,2019-06-06T01:56:36Z,26f656002bf92b84b8ba7286678c67bd3e7df20d,26f656002bf92b84b8ba7286678c67bd3e7df20d,Add non-sync non-main non-pioneer telemetry doctypes to allowlist,A library for creating full representations of Mozilla telemetry pings.,Python
12388,10165,15920,10165,whd,mozilla-schema-generator,2019-06-07T01:05:14Z,MEMBER,True,Add back core pings,whoops,2019-06-07T01:06:14Z,https://api.github.com/repos/mozilla/mozilla-schema-generator/pulls/31,1.0,1.0,0.0,2019-06-07T01:05:14Z,f549e8c9aebe32f10944181a253233ba32b01e25,f549e8c9aebe32f10944181a253233ba32b01e25,Add back core pings,A library for creating full representations of Mozilla telemetry pings.,Python
12389,10164,15919,10164,whd,mozilla-schema-generator,2019-06-12T17:31:48Z,MEMBER,True,Remove mobile-metrics from the allowlist,See https://github.com/mozilla/gcp-ingestion/issues/649 for details,2019-06-12T17:36:12Z,https://api.github.com/repos/mozilla/mozilla-schema-generator/pulls/32,1.0,0.0,1.0,2019-06-12T17:31:48Z,ca28b8c88989a767b2b3c565c8f0d108a60ab780,ca28b8c88989a767b2b3c565c8f0d108a60ab780,"Remove mobile-metrics from the allowlist

See https://github.com/mozilla/gcp-ingestion/issues/649 for details",A library for creating full representations of Mozilla telemetry pings.,Python
12396,3206,3206,3206,whimboo,memchaser,2012-01-09T15:37:55Z,CONTRIBUTOR,True,Enable Javascript memory logging by default,"Simply add the preference to the default extension preferences. That way it will be enabled with the restart of Firefox.
",2012-01-09T15:39:30Z,https://api.github.com/repos/mozilla/memchaser/pulls/6,1.0,1.0,0.0,2012-01-09T15:37:55Z,35536412639fe76706a72bae27a960fe04a0f319,35536412639fe76706a72bae27a960fe04a0f319,Enable Javascript memory logging by default,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12397,3187,3187,3187,whimboo,memchaser,2012-01-13T07:37:19Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,1.0,1.0,0.0,2012-01-13T07:37:19Z,3076b65993ea2c849daf8dad591e9cc6325d33ca,3076b65993ea2c849daf8dad591e9cc6325d33ca,install.rdf,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12398,3188,3188,3188,whimboo,memchaser,2012-01-13T15:30:00Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,68.0,55.0,13.0,2012-01-13T15:30:00Z,38af7990597502bb7a79fa6585bdadba0b4256c4,38af7990597502bb7a79fa6585bdadba0b4256c4,Merge branch 'master' of github.com:whimboo/memchaser into restartless,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12399,3189,3189,3189,whimboo,memchaser,2012-01-13T18:14:18Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,170.0,170.0,0.0,2012-01-13T18:14:18Z,4ffc193db3b51717cf23a1b30384fc55a0651ad8,4ffc193db3b51717cf23a1b30384fc55a0651ad8,Implementation of memory reporters,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12400,3190,3190,3190,whimboo,memchaser,2012-01-13T18:21:03Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,16.0,14.0,2.0,2012-01-13T18:21:03Z,2e26cf888db0cba1be3da4fd38ea619458f13d7a,2e26cf888db0cba1be3da4fd38ea619458f13d7a,Implementation of memory reporters,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12401,3191,3191,3191,whimboo,memchaser,2012-01-13T19:14:03Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,42.0,7.0,35.0,2012-01-13T19:14:03Z,79d41c267a8a3ba80f38568c548709950b63775c,79d41c267a8a3ba80f38568c548709950b63775c,remove unused files,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12402,3192,3192,3192,whimboo,memchaser,2012-01-13T20:48:05Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,50.0,33.0,17.0,2012-01-13T20:48:05Z,7b9081acef4f7d7d8bbec8d9ce73d811552db4f6,7b9081acef4f7d7d8bbec8d9ce73d811552db4f6,Finish up memory reporters,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12403,3193,3193,3193,whimboo,memchaser,2012-01-13T20:49:45Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,39.0,39.0,0.0,2012-01-13T20:49:45Z,9865aec0b1fc7cb14b6f4d475c2107b8bd05820d,9865aec0b1fc7cb14b6f4d475c2107b8bd05820d,Add missing data sub folder,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12404,3194,3194,3194,whimboo,memchaser,2012-01-14T00:53:26Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,194.0,141.0,53.0,2012-01-14T00:53:26Z,fe29e30a259447ca354d8f487dd4781ff93ce514,fe29e30a259447ca354d8f487dd4781ff93ce514,Add Garbage Collector reporter,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12405,3195,3195,3195,whimboo,memchaser,2012-01-16T10:57:09Z,CONTRIBUTOR,True,Issue 3 - Move extension to a restartless one,"This moves the current non-restartless extension to a restartless one. One missing piece is the handling of the build.xml file, which should be handled in a different pull.
",2012-01-16T11:19:54Z,https://api.github.com/repos/mozilla/memchaser/pulls/16,310.0,26.0,284.0,2012-01-16T10:57:09Z,bcf4ea6a65a2027e13429eb28b0f6dcb145e7175,bcf4ea6a65a2027e13429eb28b0f6dcb145e7175,Replace old version of the extension with the new restartless one,Firefox extension to chase the memory usage and garbage collector activity,JavaScript
12484,5139,5139,5139,willdurand,eslint-config-amo,2018-06-26T10:27:28Z,MEMBER,True,fix(package): update eslint-plugin-import to version 2.13.0,Closes #46,2018-06-26T10:25:21Z,https://api.github.com/repos/mozilla/eslint-config-amo/pulls/59,4.0,2.0,2.0,2018-06-26T10:27:28Z,c207be743f9e5b84e3b70c0a54b6f8e24e2f375c,c207be743f9e5b84e3b70c0a54b6f8e24e2f375c,Merge branch 'master' into greenkeeper/eslint-plugin-import-2.13.0,Shared eslint config for all amo related js projects,JavaScript
12485,5138,5138,5138,willdurand,eslint-config-amo,2018-06-26T10:33:36Z,MEMBER,True,Update airbnb config,"I expected to get support for ESLint 5 but the command I ran (below) reverted to ESLint 4... Waiting for: https://github.com/airbnb/javascript/issues/1834

```
$ npx install-peerdeps --dev eslint-config-airbnb
```",2018-06-26T10:33:49Z,https://api.github.com/repos/mozilla/eslint-config-amo/pulls/61,683.0,321.0,362.0,2018-06-26T10:33:36Z,4ae0ee75ab7e66effea582942e52da28f7a60af5,4ae0ee75ab7e66effea582942e52da28f7a60af5,update airbnb config,Shared eslint config for all amo related js projects,JavaScript
12486,4424,4424,4424,willdurand,eslint-plugin-amo,2018-06-26T16:43:34Z,MEMBER,True,Create LICENSE.txt,,2018-06-26T16:43:38Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/1,373.0,373.0,0.0,2018-06-26T16:43:34Z,01df6be611ffae9b2dfebd2f7c33a5a6ed02876a,01df6be611ffae9b2dfebd2f7c33a5a6ed02876a,Create LICENSE.txt,⛑ ESLint plugin for AMO.,JavaScript
12487,4423,4423,4423,willdurand,eslint-plugin-amo,2018-07-19T09:20:55Z,MEMBER,True,Add script to create a new rule,Fix #2,2018-07-19T09:24:51Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/4,247.0,227.0,20.0,2018-07-19T09:20:55Z,5d1a787f260a8dbeb6cad5e17b7f800397af4d3d,5d1a787f260a8dbeb6cad5e17b7f800397af4d3d,Add script to create a new rule,⛑ ESLint plugin for AMO.,JavaScript
12488,4422,4422,4422,willdurand,eslint-plugin-amo,2018-07-19T10:51:15Z,MEMBER,True,Add new rule 'no-sinon-assert-called-if-called-with',Fix #3,2018-07-19T10:53:46Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/5,150.0,150.0,0.0,2018-07-19T10:51:15Z,befdf7e67a8098ee40c350b222e49b92ee16ea39,befdf7e67a8098ee40c350b222e49b92ee16ea39,Add new rule 'no-sinon-assert-called-if-called-with',⛑ ESLint plugin for AMO.,JavaScript
12489,4421,4421,4421,willdurand,eslint-plugin-amo,2018-07-26T21:45:09Z,MEMBER,True,Add sort-destructured-props rule,Fix #8,2018-07-27T13:10:20Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/10,186.0,185.0,1.0,2018-07-26T21:45:09Z,5ca283d303cfa1fd4e10091ed1f9d873d9bceadf,5ca283d303cfa1fd4e10091ed1f9d873d9bceadf,Add sort-destructured-props rule,⛑ ESLint plugin for AMO.,JavaScript
12490,4420,4420,4420,willdurand,eslint-plugin-amo,2018-11-09T11:09:15Z,MEMBER,True,Add with-router-hoc-first rule,Fixes #9,2018-11-09T11:16:50Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/12,127.0,126.0,1.0,2018-11-09T11:09:15Z,839f4c1c66f466a30bfaacb813d2a7e4c3dcce7e,839f4c1c66f466a30bfaacb813d2a7e4c3dcce7e,Add with-router-hoc-first rule,⛑ ESLint plugin for AMO.,JavaScript
12491,4419,4419,4419,willdurand,eslint-plugin-amo,2018-11-13T22:04:42Z,MEMBER,True,Add only-log-strings rule,,2018-11-13T22:23:07Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/13,129.0,129.0,0.0,2018-11-13T22:04:42Z,0d79cfbf8447c7199048086ff70dec6024a40414,0d79cfbf8447c7199048086ff70dec6024a40414,Add only-log-strings rule,⛑ ESLint plugin for AMO.,JavaScript
12492,4418,4418,4418,willdurand,eslint-plugin-amo,2018-11-14T16:44:13Z,MEMBER,True,Allow to configure the only-log-strings rule,Fixes #14 ,2018-11-14T16:55:07Z,https://api.github.com/repos/mozilla/eslint-plugin-amo/pulls/15,78.0,74.0,4.0,2018-11-14T16:44:13Z,17eea7bf7b10e5e3fbbb8e712eb2e9c00bba62b3,17eea7bf7b10e5e3fbbb8e712eb2e9c00bba62b3,Allow to configure the only-log-strings rule,⛑ ESLint plugin for AMO.,JavaScript
12493,2809,2809,2809,willdurand,babel-gettext-extractor,2018-11-16T10:01:04Z,MEMBER,True,sync with upstream/master + readme update,,2018-11-16T10:39:33Z,https://api.github.com/repos/mozilla/babel-gettext-extractor/pulls/11,4.0,4.0,0.0,2018-11-16T10:01:04Z,22059412efa1c0d1afd1ecd70f512e0bd2067221,22059412efa1c0d1afd1ecd70f512e0bd2067221,Re update readme,A fork of babel-gettext-plugin that works with older versions of node and supports comment and location extraction,JavaScript
12503,2207,2207,2207,willkg,funfactory,2012-09-06T18:51:03Z,MEMBER,True,Add billiard to compiled requirements,"billiard is required by celery 3.0.9.

playdoh-lib includes funfactory, so I think I need to land this before I can
update celery.

r?
",2012-09-06T18:55:19Z,https://api.github.com/repos/mozilla/funfactory/pulls/40,3.0,3.0,0.0,2012-09-06T18:51:03Z,e761ecc379fdaba8a7746e1955aec4fc18a91a39,e761ecc379fdaba8a7746e1955aec4fc18a91a39,"Add billiard to compiled requirements

billiard is required by celery 3.0.9.","The library to power Playdoh, Mozilla's Django template.  File issues in playdoh:",Python
12504,5586,5586,5586,willkg,basket-client,2013-01-09T19:06:05Z,MEMBER,True,Fix NameError in setup.py,"This fixes the NameError in setup.py. I looked at the history and it looks like it was just added as a copy-paste error.

r?
",2013-01-09T19:09:52Z,https://api.github.com/repos/mozilla/basket-client/pulls/4,3.0,1.0,2.0,2013-01-09T19:06:05Z,e87d8e90a8efe5b9c95de2b2488e62eb8d44baf4,e87d8e90a8efe5b9c95de2b2488e62eb8d44baf4,Fix NameError in setup.py,Python library for connecting to Basket,Python
12505,11064,16819,11064,willkg,django-browserid,2013-02-11T22:00:06Z,MEMBER,True,Less pain,"This takes the changes master mkelly made in pull #105 and addresses many of the nits professor peterbe made.

I broke each nit out into its own commit for the purposes of easier reviewing. Hope that helps rather than hinders.

r?
",2013-02-11T22:48:47Z,https://api.github.com/repos/mozilla/django-browserid/pulls/122,116.0,63.0,53.0,2013-02-11T22:00:06Z,ee4feb2da61cd05a55909db3bd8c0cece49dce4a,ee4feb2da61cd05a55909db3bd8c0cece49dce4a,"Fix minor nits

* tweak get_audience docstring for clarity
* change log to logger, nix .format() calls
* tweak site_url checking
* invert SANITY_CHECKS setting: Peter likes False by default, so this
  inverts the name and value.
* move sanity_checks to base for reusability",Django application for adding BrowserID support.,JavaScript
12506,11065,16820,11065,willkg,django-browserid,2013-02-12T14:09:33Z,MEMBER,True,Less pain,"This takes the changes master mkelly made in pull #105 and addresses many of the nits professor peterbe made.

I broke each nit out into its own commit for the purposes of easier reviewing. Hope that helps rather than hinders.

r?
",2013-02-11T22:48:47Z,https://api.github.com/repos/mozilla/django-browserid/pulls/122,2.0,1.0,1.0,2013-02-12T14:09:33Z,ea5cf5ee2dabf188580dcd0b5eda1a724e25ace3,ea5cf5ee2dabf188580dcd0b5eda1a724e25ace3,Fix notty typo,Django application for adding BrowserID support.,JavaScript
12507,11063,16818,11063,willkg,django-browserid,2013-03-08T20:14:45Z,MEMBER,True,Issue 138. Fix login failure auto-login,"If you have BROWSERID_CREATE_USER = False, then try to log in with a valid
account on Persona, but not on the site, then you end up in this endless
loop of going to a page on the site and being redirected to the login
failure page immediately.

This fixes that.

Fixes #138
",2013-03-08T20:20:18Z,https://api.github.com/repos/mozilla/django-browserid/pulls/139,1.0,1.0,0.0,2013-03-08T20:14:45Z,9eb0bd3054ddfab4543fae25171f9cee18b5f928,9eb0bd3054ddfab4543fae25171f9cee18b5f928,"Issue 138. Fix login failure auto-login

If you have BROWSERID_CREATE_USER = False, then try to log in with a valid
account on Persona, but not on the site, then you end up in this endless
loop of going to a page on the site and being redirected to the login
failure page immediately.

This fixes that.",Django application for adding BrowserID support.,JavaScript
12508,1807,1807,1807,willkg,chief,2013-03-20T21:36:45Z,MEMBER,True,Add license/copyright notice,"Adds license and copyright notice.
",2013-03-20T21:48:41Z,https://api.github.com/repos/mozilla/chief/pulls/7,13.0,13.0,0.0,2013-03-20T21:36:45Z,b487b10fece427bc4e3a4bf5332bdca34eda58f2,b487b10fece427bc4e3a4bf5332bdca34eda58f2,Add license/copyright notice,chief is an app to deploy code with commander ,Python
12509,2206,2206,2206,willkg,funfactory,2013-04-08T19:39:03Z,MEMBER,True,Fix DEV_LANGUAGES,"If locale/ isn't there or it's empty, it's possible for DEV_LANGUAGES
to have [] as a value. Then LANGUAGE_URL_MAP is an empty dict and the
Prefixer gets all confused and it's clownshoes on fire all the way
down.

This is a problem for contributors working on projects that don't
explicitly set `DEV_LANGUAGES` to something sane in their project
settings file.

r?
",2013-04-08T19:41:14Z,https://api.github.com/repos/mozilla/funfactory/pulls/49,6.0,6.0,0.0,2013-04-08T19:39:03Z,6bd39f49d6c632f92e47a82b02e8b64d615efa00,6bd39f49d6c632f92e47a82b02e8b64d615efa00,"Fix DEV_LANGUAGES

If locale/ isn't there or it's empty, it's possible for DEV_LANGUAGES
to have [] as a value. Then LANGUAGE_URL_MAP is an empty dict and the
Prefixer gets all confused and it's clownshoes on fire all the way
down.","The library to power Playdoh, Mozilla's Django template.  File issues in playdoh:",Python
