,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ft_uname,ft_rname,ft_commit_date,author_association,merged_status,pull_title,pull_msg,pullauthordate,pullid,ft_total_changes,ft_addns,ft_delns,commitauthordate,commitid,pullcommitsha,pullcommitmsg,repodesc,repolang
0,7170,12925,7170,0xflotus,contain-facebook,2018-11-26T22:17:57Z,CONTRIBUTOR,True,fixed Multi-Account in README,Shouldn't it be Multi-Account?,2018-11-26T23:12:38Z,https://api.github.com/repos/mozilla/contain-facebook/pulls/188,2.0,1.0,1.0,2018-11-26T22:17:57Z,590611baa99e9dafba1bf637147bfc5765734c8d,590611baa99e9dafba1bf637147bfc5765734c8d,"fixed Multi-Account in README

Shouldn't it be Multi-Account?",Facebook Container isolates your Facebook activity from the rest of your web activity in order to prevent Facebook from tracking you outside of the Facebook website via third party cookies.,JavaScript
1,11541,29177,11541,AlexLakatos,Reps,2017-03-02T21:40:01Z,CONTRIBUTOR,True,adding the first issue of the reps newsletter,,2017-03-02T21:40:16Z,https://api.github.com/repos/mozilla/Reps/pulls/145,911.0,911.0,0.0,2017-03-02T21:40:01Z,f3928d09c3097aac82d95143845cee13f45835e1,f3928d09c3097aac82d95143845cee13f45835e1,adding the first issue of the reps newsletter,This is the Repo for tracking the goals of the reps organization in Mozilla! Wooooo!,HTML
2,11540,29176,11540,AlexLakatos,Reps,2017-03-31T22:36:41Z,CONTRIBUTOR,True,added reps newsletter for march,,2017-03-31T22:36:57Z,https://api.github.com/repos/mozilla/Reps/pulls/152,1128.0,1128.0,0.0,2017-03-31T22:36:41Z,07b1619ca86e1d2bf12229ed6d3e4c70593f2af0,07b1619ca86e1d2bf12229ed6d3e4c70593f2af0,added reps newsletter for march,This is the Repo for tracking the goals of the reps organization in Mozilla! Wooooo!,HTML
3,11539,29175,11539,AlexLakatos,Reps,2017-05-05T10:03:54Z,CONTRIBUTOR,True,adding the april issue of the newsletter,,2017-05-05T10:06:16Z,https://api.github.com/repos/mozilla/Reps/pulls/164,1171.0,1171.0,0.0,2017-05-05T10:03:54Z,96ca23cfb51b704c2148812a0f6ed768eca3a6b1,96ca23cfb51b704c2148812a0f6ed768eca3a6b1,adding the april issue of the newsletter,This is the Repo for tracking the goals of the reps organization in Mozilla! Wooooo!,HTML
4,1808,1808,1808,AlinSelagea,build-slaveapi,2017-10-25T08:42:22Z,CONTRIBUTOR,True,Revert bug 1399404,,2017-10-25T08:45:20Z,https://api.github.com/repos/mozilla/build-slaveapi/pulls/11,25.0,15.0,10.0,2017-10-25T08:42:22Z,5b8bdbfbfe6a71b282e8fb15e7bb7a1c6d2b9da4,5b8bdbfbfe6a71b282e8fb15e7bb7a1c6d2b9da4,Revert bug 1399404,Part of releng tooling,Python
5,11732,29368,11732,AlinT,bouncer-tests,2012-11-21T14:49:32Z,CONTRIBUTOR,True,Xfail due to new found bug 813968 - alias returns 404,"https://bugzilla.mozilla.org/show_bug.cgi?id=813968
",2012-11-21T14:50:08Z,https://api.github.com/repos/mozilla/bouncer-tests/pulls/22,10.0,7.0,3.0,2012-11-21T14:49:32Z,39eb7939bf587d9e546d7d64e1a8f46186b249c4,39eb7939bf587d9e546d7d64e1a8f46186b249c4,"Xfail due to new found bug 813968 - alias returns 404
https://bugzilla.mozilla.org/show_bug.cgi?id=813968",Tests for Mozilla's Bouncer; see https://github.com/mozilla-services/go-bouncer,
6,3799,3799,3799,AlphaRoy14,mozilla-campus-clubs,2019-07-25T08:06:23Z,CONTRIBUTOR,True,Updated activities.html,Fixed some typos and spelling mistakes.,2019-07-25T08:08:48Z,https://api.github.com/repos/mozilla/mozilla-campus-clubs/pulls/234,8.0,4.0,4.0,2019-07-25T08:06:23Z,af97ef712ebb7e2839659a72917dce3720299e11,af97ef712ebb7e2839659a72917dce3720299e11,Fixed typos,Mozilla Campus Clubs,JavaScript
7,4567,4567,4567,Archaeopteryx,moz-corsica,2015-08-10T18:16:30Z,CONTRIBUTOR,True,Readd 'Mozilla is my Dinosaur',"The date part of the url got update, so use the new one.
",2015-08-10T18:20:53Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/33,1.0,1.0,0.0,2015-08-10T18:16:30Z,6fc881c1771322481236916304189a8aa3ddfdf3,6fc881c1771322481236916304189a8aa3ddfdf3,Readd 'Mozilla is my Dinosaur',Public Corsica instance for the ambient Mozilla office,Shell
8,4539,4539,4539,Archaeopteryx,moz-corsica,2016-09-19T16:55:12Z,CONTRIBUTOR,True,Issue #72: Drop View Source conference slide,,2016-09-19T16:57:33Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/73,1.0,0.0,1.0,2016-09-19T16:55:12Z,5a9703c192185c4604f45a164db71b271f3fabd6,5a9703c192185c4604f45a164db71b271f3fabd6,Drop View Source conference slide,Public Corsica instance for the ambient Mozilla office,Shell
9,2528,2528,2528,AutomatedTester,input-tests,2010-12-02T15:39:32Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,33.0,9.0,24.0,2010-12-02T15:39:32Z,b277a6af186b94ac722974bfa35c41f1f677acd3,b277a6af186b94ac722974bfa35c41f1f677acd3,Removed Dead code,Tests for Mozilla Input website.,
10,2529,2529,2529,AutomatedTester,input-tests,2010-12-02T15:46:11Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,2.0,2.0,0.0,2010-12-02T15:46:11Z,44e6c3fcc77a35e9ab1ddb27634bdfce29e2b9de,44e6c3fcc77a35e9ab1ddb27634bdfce29e2b9de,Merge branch 'master' of github.com:mozilla/input-tests,Tests for Mozilla Input website.,
11,2530,2530,2530,AutomatedTester,input-tests,2010-12-02T17:22:30Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,83.0,83.0,0.0,2010-12-02T17:22:30Z,bf9032ebd3e8debc28e04cec5af219fe8967e2bc,bf9032ebd3e8debc28e04cec5af219fe8967e2bc,Test case for Litmus 13847,Tests for Mozilla Input website.,
12,2531,2531,2531,AutomatedTester,input-tests,2010-12-02T21:04:15Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,3.0,3.0,0.0,2010-12-02T21:04:15Z,fc9deba70d920ba61eeafdef429ea95f731bfa16,fc9deba70d920ba61eeafdef429ea95f731bfa16,Set the window to maximize when the page has loaded,Tests for Mozilla Input website.,
13,2532,2532,2532,AutomatedTester,input-tests,2010-12-02T21:05:01Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,9.0,9.0,0.0,2010-12-02T21:05:01Z,cec6066dbb0e7a0d099981d36c20eca2219e4899,cec6066dbb0e7a0d099981d36c20eca2219e4899,Litmus case 13697 added,Tests for Mozilla Input website.,
14,2533,2533,2533,AutomatedTester,input-tests,2010-12-03T09:34:39Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,24.0,6.0,18.0,2010-12-03T09:34:39Z,571ee8f5bb5f4d44a8e2177cd1e7f549397c1adc,571ee8f5bb5f4d44a8e2177cd1e7f549397c1adc,Removing more dead code,Tests for Mozilla Input website.,
15,2534,2534,2534,AutomatedTester,input-tests,2010-12-03T18:39:29Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,370.0,364.0,6.0,2010-12-03T18:39:29Z,581774082ea6c24e14f7e65a1e2edf9df4c009da,581774082ea6c24e14f7e65a1e2edf9df4c009da,Merge from upstream,Tests for Mozilla Input website.,
16,2535,2535,2535,AutomatedTester,input-tests,2010-12-03T19:33:50Z,CONTRIBUTOR,True,2 Tests and code clean up,"I have added 2 tests and have cleaned a bit of the code 
",2010-12-03T20:12:51Z,https://api.github.com/repos/mozilla/input-tests/pulls/3,3.0,2.0,1.0,2010-12-03T19:33:50Z,cffaa113295a7ec97aefb8e744ae7ca7a51245b8,cffaa113295a7ec97aefb8e744ae7ca7a51245b8,Merge branch 'master' of github.com:mozilla/input-tests,Tests for Mozilla Input website.,
17,2524,2524,2524,AutomatedTester,input-tests,2010-12-08T13:31:04Z,CONTRIBUTOR,True,Wait for commands,"centralised waitForX commands into page.py to remove duplication of code.
",2010-12-08T14:01:53Z,https://api.github.com/repos/mozilla/input-tests/pulls/5,121.0,61.0,60.0,2010-12-08T13:31:04Z,f0c659f5d039584123d87a6077fe05dd5da88fa1,f0c659f5d039584123d87a6077fe05dd5da88fa1,Removed duplicated code into the base class,Tests for Mozilla Input website.,
18,2525,2525,2525,AutomatedTester,input-tests,2010-12-08T14:00:08Z,CONTRIBUTOR,True,Wait for commands,"centralised waitForX commands into page.py to remove duplication of code.
",2010-12-08T14:01:53Z,https://api.github.com/repos/mozilla/input-tests/pulls/5,17.0,3.0,14.0,2010-12-08T14:00:08Z,4de2e49633827421d14c9d35dd3eebf4d182fec9,4de2e49633827421d14c9d35dd3eebf4d182fec9,corrected wait_for_element_present,Tests for Mozilla Input website.,
59,11177,16932,11177,BenWu,fx-crash-sig,2018-07-12T03:12:42Z,COLLABORATOR,True,Release 0.1.3,,2018-07-12T03:13:06Z,https://api.github.com/repos/mozilla/fx-crash-sig/pulls/1,4.0,2.0,2.0,2018-07-12T03:12:42Z,6f09cc9ef85c3e3aa9f4a117a688b80554803a4d,6f09cc9ef85c3e3aa9f4a117a688b80554803a4d,Release 0.1.3,Get Firefox crash signature from raw crash trace,Python
60,12378,65551,12378,CJKu,layerscope,2015-02-04T05:11:12Z,CONTRIBUTOR,True,UI rework,,2015-02-02T09:03:53Z,https://api.github.com/repos/mozilla/layerscope/pulls/12,102070.0,101765.0,305.0,2015-02-04T05:11:12Z,40c9fc6513874ff525da4a3dd824a56f64383fc8,40c9fc6513874ff525da4a3dd824a56f64383fc8,"Bug 1125782 - Enrich layer tree presentation

1. Integrate DataTable jquery-ui-plug-in
2. Integrate Jstree jquery-ui-plug-in
3. Integrate jquery-ui-resizable
4. Refurbish command buttons, such as connect/ load/ save, by bootstrap css
5. Add setting button",LayerScope Viewer,JavaScript
61,12377,65550,12377,CJKu,layerscope,2015-05-11T18:16:14Z,CONTRIBUTOR,True,Move protocal buffer parsing from main thread to worker thread,"LayerScope becomes sluggish while connecting with a profile target. That's
because the main thread is heavily parsing protocol buffer pacakages from
WebSocket. Move data parsing from main thread to a dedicated worker to fix this
symptom.
",2015-05-12T04:19:36Z,https://api.github.com/repos/mozilla/layerscope/pulls/19,695.0,349.0,346.0,2015-05-11T18:16:14Z,731488f0e25c1873bbdda9aec6d8d338b6535635,731488f0e25c1873bbdda9aec6d8d338b6535635,"Move protocal buffer parsing from main thread to worker thread

LayerScope becomes sluggish while connecting with a profile target. That's
because the main thread is heavily parsing protocol buffer pacakages from
WebSocket. Move data parsing from main thread to a dedicated worker to fix this
symptom.",LayerScope Viewer,JavaScript
62,12376,65549,12376,CJKu,layerscope,2015-05-21T09:35:35Z,CONTRIBUTOR,True,Bug 1163908 - [LayerScope] Add Heat map in viewer,"1. Correct z-index of setting dialog
2. Add Draw grid of quads setting option.
3. Remove layer tree and buffer caption to give more room to real data.
4. Add a 3D button to swtich between 2D and 3D heap view.
5. 3D heap-map view
6. Pasrse and conver draw data into frame in dataprocess module.
7. Improve 2D canvas drawing performance while zooming.
",2015-05-25T02:38:59Z,https://api.github.com/repos/mozilla/layerscope/pulls/24,2123.0,1885.0,238.0,2015-05-21T09:35:35Z,bdf3a68e54c5ffc5abb134ac20c949baac30ff65,bdf3a68e54c5ffc5abb134ac20c949baac30ff65,"Bug 1163908 - [LayerScope] Add Heat map in viewer

1. Correct z-index of setting dialog
2. Add Draw grid of quads setting option.
3. Remove layer tree and buffer caption to give more room to real data.
4. Add a 3D button to swtich between 2D and 3D heap view.
5. 3D heap-map view
6. Pasrse and conver draw data into frame in dataprocess module.
7. Improve 2D canvas drawing performance while zooming.",LayerScope Viewer,JavaScript
63,12375,65548,12375,CJKu,layerscope,2015-05-27T17:48:09Z,CONTRIBUTOR,True,B2g perf improvement,,2015-05-26T15:14:58Z,https://api.github.com/repos/mozilla/layerscope/pulls/25,24.0,22.0,2.0,2015-05-27T17:48:09Z,8658bb23801223e6c86f5688e91a54935a2fd3cc,8658bb23801223e6c86f5688e91a54935a2fd3cc,"Bug 1168015 - (LayerScope) Texture dump performance improvement on B2G

1. Do RB swap at view side for images came from graphic buffers.
2. Add 2D view icon so that a user know which buffer view currently present.",LayerScope Viewer,JavaScript
64,12374,65547,12374,CJKu,layerscope,2015-05-28T17:24:05Z,CONTRIBUTOR,True,Bug 1133007 - (LayerScope) Prevent sending duplicate texture image,"1. Create a singleton holder to hold all singltons in LayerScope
2. Send the content of a texture only if it was altered after last transmission.
",2015-05-28T17:26:57Z,https://api.github.com/repos/mozilla/layerscope/pulls/26,85.0,72.0,13.0,2015-05-28T17:24:05Z,a959e0333003e406e40ffa4193a6215ffb8ddced,a959e0333003e406e40ffa4193a6215ffb8ddced,"Bug 1133007 - (LayerScope) Prevent sending duplicate texture image

If the content data of a texture node is null, that means the content is
already in image pool. In this case, the viewer should relink a new TextureNode
with the image content in the image pool.",LayerScope Viewer,JavaScript
65,12371,65544,12371,CJKu,layerscope,2015-07-08T07:37:30Z,CONTRIBUTOR,True,Bug 1181460 - [LayerScope] Texture distorted on viewe.,"TexBuilder reference wrong texture in a frame.
",2015-07-08T07:39:41Z,https://api.github.com/repos/mozilla/layerscope/pulls/29,8.0,5.0,3.0,2015-07-08T07:37:30Z,1bb21c79fdd7b12ef772fa3df2a701e9f936182c,1bb21c79fdd7b12ef772fa3df2a701e9f936182c,"Bug 1181460 - [LayerScope] Texture distorted on viewe.

TexBuilder reference wrong texture in a frame.",LayerScope Viewer,JavaScript
66,12372,65545,12372,CJKu,layerscope,2015-07-21T14:52:00Z,CONTRIBUTOR,True,WIP,,2015-07-08T06:17:44Z,https://api.github.com/repos/mozilla/layerscope/pulls/28,1650.0,1333.0,317.0,2015-07-21T14:52:00Z,a083f993923c705b849b930783bb521277d006b3,a083f993923c705b849b930783bb521277d006b3,"Bug 1061393 - [LayerScope] Dump Display List on Layerscope viewer

1. Seperate 2D and 3D renderer into different files, texturesprite_renderer.js
and drawquad_renderer.js
2. Display list renderer - reveal display list of each layer.
3. Improve readability of layer property.",LayerScope Viewer,JavaScript
67,12370,65543,12370,CJKu,layerscope,2015-08-18T14:49:46Z,CONTRIBUTOR,True,Bug 1193834 - [LayerScope] Handle display items drawn on a basic pain…,"…ted layer. r= boris.
",2015-08-18T14:53:18Z,https://api.github.com/repos/mozilla/layerscope/pulls/30,85.0,29.0,56.0,2015-08-18T14:49:46Z,667133b9ccf38119f745515ee659167fad6d9893,667133b9ccf38119f745515ee659167fad6d9893,Bug 1193834 - [LayerScope] Handle display items drawn on a basic painted layer. r= boris.,LayerScope Viewer,JavaScript
68,12369,65542,12369,CJKu,layerscope,2015-08-26T16:06:33Z,CONTRIBUTOR,True,Bug 1198800,,2015-08-26T16:07:51Z,https://api.github.com/repos/mozilla/layerscope/pulls/31,39.0,30.0,9.0,2015-08-26T16:06:33Z,3197c9fa962b36ede5f08adec91559b051b94cba,3197c9fa962b36ede5f08adec91559b051b94cba,"Bug 1198800 - Layer view skips some draw calls. r = boris

Bring back missed draw calls in layer viewer.",LayerScope Viewer,JavaScript
69,12368,65541,12368,CJKu,layerscope,2015-08-28T18:17:19Z,CONTRIBUTOR,True,Bug 1198622 - Handle 3D transform correctly on viewer. r = boris.,"1. Use the lateset glMatrix library.
2. Move display-list-panel to the right side.
3. Transform layerRect by the transform matrxi of nsDisplayTransform.
",2015-09-01T05:02:55Z,https://api.github.com/repos/mozilla/layerscope/pulls/32,5616.0,5558.0,58.0,2015-08-28T18:17:19Z,30200aa82d3cd988d2e83f9e4372dcfb9fbcaeab,30200aa82d3cd988d2e83f9e4372dcfb9fbcaeab,"Bug 1198622 - Handle 3D transform correctly on viewer. r = boris.

1. Use the lateset glMatrix library.
2. Move display-list-panel to the right side.
3. Transform layerRect by the transform matrxi of nsDisplayTransform.",LayerScope Viewer,JavaScript
71,7416,13171,7416,Callek,build-mapper,2014-04-28T18:53:16Z,NONE,True,Update url to current RoR,,2014-04-28T18:53:31Z,https://api.github.com/repos/mozilla/build-mapper/pulls/2,2.0,1.0,1.0,2014-04-28T18:53:16Z,666cb18b25a22c0192420755148684d8e005572c,666cb18b25a22c0192420755148684d8e005572c,Update url to current RoR,simple web app to provide git revisions given an hg revision and a hg-git mapfile,
72,11634,29270,11634,Callek,build-relengapi,2014-05-01T20:27:00Z,CONTRIBUTOR,True,Add wrapt support,,2014-05-01T20:27:59Z,https://api.github.com/repos/mozilla/build-relengapi/pulls/47,31.0,14.0,17.0,2014-05-01T20:27:00Z,1e63205d77520a33d4c2d79b278f917e655e1c8d,1e63205d77520a33d4c2d79b278f917e655e1c8d,Add wrapt support,Your Interface to Release Engineering Automation -,Python
73,4882,4882,4882,Callek,build-relengapi-slaveloan,2014-05-28T19:56:28Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,264.0,264.0,0.0,2014-05-28T19:56:28Z,71b6e4498457e5703d8c6bcf4804c15baf2f6ffa,71b6e4498457e5703d8c6bcf4804c15baf2f6ffa,Add slaveloan tool to git branch,,
74,4883,4883,4883,Callek,build-relengapi-slaveloan,2014-05-28T20:24:12Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,85.0,82.0,3.0,2014-05-28T20:24:12Z,e705a9567e1224321d4cf08327300ed7e3e661d3,e705a9567e1224321d4cf08327300ed7e3e661d3,pep8 and change travis a bit,,
75,4884,4884,4884,Callek,build-relengapi-slaveloan,2014-05-28T20:32:27Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,4.0,2.0,2.0,2014-05-28T20:32:27Z,3379c9d45e691defc4f27ade3d95335e784af891,3379c9d45e691defc4f27ade3d95335e784af891,moar validate stuff,,
76,4885,4885,4885,Callek,build-relengapi-slaveloan,2014-05-30T21:06:43Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,16.0,16.0,0.0,2014-05-30T21:06:43Z,25b052ae4951bfffe3f086a6f21dedee27f7aadf,25b052ae4951bfffe3f086a6f21dedee27f7aadf,Add all loan apimethod,,
77,4886,4886,4886,Callek,build-relengapi-slaveloan,2014-05-30T21:12:18Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,1.0,1.0,0.0,2014-05-30T21:12:18Z,aef3cfbeeed0e769a3289dc72501817c109f7bf4,aef3cfbeeed0e769a3289dc72501817c109f7bf4,Add apimethod import,,
78,4887,4887,4887,Callek,build-relengapi-slaveloan,2014-05-30T21:13:51Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,1.0,1.0,0.0,2014-05-30T21:13:51Z,ced55df529e13e730a1b225c715029fcb2a95ad2,ced55df529e13e730a1b225c715029fcb2a95ad2,Use a session here,,
79,4888,4888,4888,Callek,build-relengapi-slaveloan,2014-05-31T17:25:30Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,4.0,3.0,1.0,2014-05-31T17:25:30Z,28f0b2e03c1f9a2898d805bf9aa7f360902fb362,28f0b2e03c1f9a2898d805bf9aa7f360902fb362,"Update pylint, pep8, return json for REST call",,
80,4889,4889,4889,Callek,build-relengapi-slaveloan,2014-06-02T22:01:53Z,CONTRIBUTOR,True,Slaveloan v0,"@djmitche This is mostly at you since you gave much of this a once over (fixes issue  #1)

The basis of this review should focus on 3 main areas:
- Blocks deploy to releng team only
- Blocks deploy to external users
- Design/style nits

Which will be (likely) be tackled in that order.

The goal of mine is to deploy for releng use by end of quarter, and iterate fast on filling in missing pieces.

What I expect to work by EOQ (checked items are ""works with this PR"")
- [x] Create a loan bug if one not specified
- [x] Create or reopen a tracking bug and link to loan bug
- [x] Select an inhouse machine if we don't preselect it. (using a dumb algorithm)
- [ ] Give us steps we manually need to select ""done"" on for manual parts, using links to wiki
- [x] crappy UI
- [ ] Releng able to manually enter ""current loans"" through UI.  (might actually be done, haven't tested lately)

Immediate next step for work after the above is all done and deployed is:
- [ ] Close out loan (currently just close bug, but might evolve to kill off AWS instance, file reimage bug, etc.)
",2015-03-13T19:49:19Z,https://api.github.com/repos/mozilla/build-relengapi-slaveloan/pulls/8,61.0,28.0,33.0,2014-06-02T22:01:53Z,4892134495064323925e60fa1f90da59f37457a0,4892134495064323925e60fa1f90da59f37457a0,Add REST-style loan table loading,,
